date,symbol,realized_variance,realized_volatility,target_log_variance,daily_log_variance,weekly_log_variance,monthly_log_variance
2025-06-24,BTCUSDT,0.0002889019444309,0.016997115768004,-8.149423220051252,-7.228406191064608,-7.7471680988800555,-8.162434338306326
2025-06-25,BTCUSDT,0.0002814035514912,0.0167750872275303,-8.17572079257045,-8.149423220051252,-7.650501180578706,-8.16084399653338
2025-06-26,BTCUSDT,0.0002304424002479,0.0151803293853562,-8.375509617220038,-8.17572079257045,-7.70572762408217,-8.153900950478487
2025-06-27,BTCUSDT,0.0001951170208106,0.0139684294324956,-8.541911072671533,-8.375509617220038,-7.787505856804463,-8.138828668076052
2025-06-28,BTCUSDT,2.456192993689674e-05,0.0049559993883067,-10.61431287728008,-8.541911072671533,-8.094194178715577,-8.185298705216812
2025-06-29,BTCUSDT,8.993148104434329e-05,0.0094832210268633,-9.31646249931609,-10.61431287728008,-8.77137551595867,-8.288491943551623
2025-06-30,BTCUSDT,0.0001804266637477,0.0134322992725648,-8.620186157778118,-9.31646249931609,-9.004783371811637,-8.300521256642726
2025-07-01,BTCUSDT,0.0001764330655736,0.013282810906342,-8.642568985395137,-8.620186157778118,-9.093676444853172,-8.265856886196774
2025-07-02,BTCUSDT,0.0002464947043024,0.0157001498178342,-8.308170048272547,-8.642568985395137,-9.14708831848819,-8.296475179265041
2025-07-03,BTCUSDT,0.0002511295029917,0.0158470660688897,-8.289541803713881,-8.308170048272547,-9.100340113608393,-8.304904357688452
2025-07-04,BTCUSDT,0.0001366811979957,0.0116910734321427,-8.897859365788518,-8.289541803713881,-8.635385898895155,-8.309410583360544
2025-07-05,BTCUSDT,4.5997139724418e-05,0.0067821191175338,-9.986931343312387,-8.897859365788518,-8.551665272189641,-8.353572172344563
2025-07-06,BTCUSDT,8.553155879211773e-05,0.0092483273510466,-9.36662514144567,-9.986931343312387,-8.825014309296494,-8.474276509772325
2025-07-07,BTCUSDT,0.0001644217117391,0.0128227029810065,-8.713076017522674,-9.36662514144567,-8.969825540506601,-8.488467944376282
2025-07-08,BTCUSDT,0.0001360451754333,0.0116638405095965,-8.902523555081551,-8.713076017522674,-9.050806734356627,-8.477615649231508
2025-07-09,BTCUSDT,0.0002503022419405,0.0158209431432068,-8.292841402553076,-8.902523555081551,-9.173403084630161,-8.513610818725295
2025-07-10,BTCUSDT,0.0007397905327726,0.0271990906607674,-7.209143475656995,-8.292841402553076,-9.05239949198307,-8.536146663637904
2025-07-11,BTCUSDT,0.0003828277570148,0.0195659846932078,-7.86792539052625,-7.209143475656995,-8.496841918451993,-8.506302175910466
2025-07-12,BTCUSDT,8.641620011347993e-05,0.0092960314174103,-9.356335398417013,-7.86792539052625,-8.19710196826811,-8.47153706586357
2025-07-13,BTCUSDT,0.0001548434377579,0.0124436103184721,-8.773096030499866,-9.356335398417013,-8.325753844446975,-8.537752830561928
2025-07-14,BTCUSDT,0.0005640094987102,0.0237488841571604,-7.4804394649232835,-8.773096030499866,-8.29986833953064,-8.574410902238803
2025-07-15,BTCUSDT,0.0007070476496201,0.0265903676097215,-7.254412497422082,-7.4804394649232835,-8.137387952004682,-8.595864084139137
2025-07-16,BTCUSDT,0.0003704025186806,0.0192458441924657,-7.900920255321741,-7.254412497422082,-8.1464417563577,-8.597046188973566
2025-07-17,BTCUSDT,0.0004308588496622,0.0207571397273856,-7.749730016482014,-7.900920255321741,-8.153040729316796,-8.585750599667682
2025-07-18,BTCUSDT,0.0003638620534577,0.0190751685040456,-7.918735736173642,-7.749730016482014,-7.831719652929797,-8.566387382572753
2025-07-19,BTCUSDT,0.0001018666385906,0.0100929004052673,-9.191846064955895,-7.918735736173642,-7.6608475940645535,-8.545624933434281
2025-07-20,BTCUSDT,0.0001585429983447,0.0125913858786379,-8.749484718505638,-9.191846064955895,-8.003128914071075,-8.57516743308357
2025-07-21,BTCUSDT,0.000315541511706,0.0177634881626909,-8.061220310292669,-8.749484718505638,-8.302143358287786,-8.490402516775639
2025-07-22,BTCUSDT,0.0004353167759705,0.0208642463552016,-7.739436571277732,-8.061220310292669,-8.33420336928197,-8.43334605363821
2025-07-23,BTCUSDT,0.0003201600692009,0.0178930173308185,-8.046689470984134,-7.739436571277732,-8.332144680241115,-8.393311981524558
2025-07-24,BTCUSDT,0.0002616487881214,0.0161755614468695,-8.248507456834979,-8.046689470984134,-8.357735427203213,-8.36622654905133
